commentId,text,author,authorChannelId,publishedAt,updatedAt,likeCount,replyCount
UgxusU2GHcQWOds2dmF4AaABAg,"1:09:41 so funny when kuroky's screaming ""nice"" and his face always makes me laugh",@ПростоСаня-м3я,UC2vTMiHny2gvA_FcmDo_2QA,2023-11-28T18:19:51Z,2023-11-28T18:19:51Z,0,0
Ugy5-AwesbbIi4DyahZ4AaABAg,"OG is so calm and collected even when behind, Liquid seemed so flustered and emotional in comparison. Ceb is such a great team leader - dude is stoic and inspirational af.

After losing first match; Ceb: ""We have 5 games we're allowed to throw one, don't let it get to you. It's part of the fun.""",@shinzoux5912,UCvjQO-95iyjzmJOCBsMmCwQ,2023-11-28T15:46:34Z,2023-11-28T15:49:02Z,2,0
Ugztd8df0bPbRwO5icZ4AaABAg,I love Kuro because he always put God first before anything ❤,@L1onÊlJonson,UCIwVem8ElBIi8MwrR2miBjw,2023-11-28T03:03:52Z,2023-11-28T03:03:52Z,0,0
UgxK0A3E2ZMFv9b0hDd4AaABAg,Topson is crazy in this series. no bad games. all 4 games S tier. Monkey + Pugna + Diffu Gyro destroyed liquid.,@MobileLegendus,UCYtAE7w4fRBrlzbl7UlhCHA,2023-11-27T14:27:18Z,2023-11-27T14:27:18Z,0,0
UgwPQGMNpYRDB0VC7MN4AaABAg,"Whenever i feel down, crushing defeat, tired with life, this where i am.",@sharifgardo7100,UChYZVNBDLk8ExU7Ja8Ei00g,2023-11-27T12:13:03Z,2023-11-27T12:13:03Z,0,0
UgxwipDcHJnoZ7chmrR4AaABAg,1:03:32 this is pure gold Ana IO was epic,@anonymous21ism,UCFMJRgbeEoRRqj4gGZWli6A,2023-11-26T23:44:07Z,2023-11-26T23:46:12Z,0,0
Ugxb2QpATtyq1-EKv4x4AaABAg,"me right now, who watch it 20 times.. ❤ and still fucking good",@jamesdenets6815,UCK9LbmnXhYwC9Y6k6oWy47w,2023-11-25T08:44:52Z,2023-11-25T08:44:52Z,0,0
UgzEekCIDlO-kywxOhN4AaABAg,DOTA IS BEAUTIFUL!,@bboysadventure6566,UCnspagEM-tzeBFoxUW6auFQ,2023-11-25T03:49:56Z,2023-11-25T03:49:56Z,0,0
UgzfYTBWQffDazki5Cd4AaABAg,TA tide gives you everything according to w33. Everything except the aegis,@stepbro6646,UCyeSxkM5r2vX8Iv8pfgM6hw,2023-11-25T03:45:16Z,2023-11-25T03:45:16Z,0,0
Ugxrd1ghlSoR0WjfcHp4AaABAg,i came to rewatch this again. will comeback again next year,@awgshii,UCS4OFi2_aMqrb4X2X6Cc5eA,2023-11-23T22:52:10Z,2023-11-23T22:52:10Z,3,1
UgzVVxhe_GNx0cL42p14AaABAg,Ogggggg,@happynewyear8262,UCmhxlKj-iWoTnB-qWTxBB4w,2023-11-23T15:17:42Z,2023-11-23T15:17:42Z,0,0
UgyY5Dq1wMTmXn7gsAV4AaABAg,41:47 Rare sight of ana laughing,@tk123_lean4,UCy3yH6LbWapEr3fTvHFuQiQ,2023-11-23T08:08:49Z,2023-11-23T08:08:49Z,1,0
UgyPgwr8qibbwkSu9lh4AaABAg,"Watching back, i now realized kuro is too scared and not confident. That's why his ego level is up because he is to cocky",@iqbalhakim3161,UC3YgVC0t1SwqStrtjqWNY8g,2023-11-22T20:19:57Z,2023-11-22T20:19:57Z,0,0
Ugy38SOVeoKk9PO0RYd4AaABAg,It is NOT JUST DOTA but man... COZ we shed tear.,@thepointiswhat,UChDmflHCprRbTu6vV0Wrj_A,2023-11-22T14:11:19Z,2023-11-22T14:11:19Z,0,0
UgwbgUF-2PD1Ayy4vv94AaABAg,"Ceb is the scariest drafter I've seen so far. It is absolutely mind-blowing how he can predict the enemy picks and bans. Also, how can they counter and what are the good combos not just for their own but also for the enemy. And his mind games man, scary he is so cunning evil. Props to Topson always on A-game.",@thepointiswhat,UChDmflHCprRbTu6vV0Wrj_A,2023-11-22T13:51:34Z,2023-11-22T13:51:34Z,0,0
UgyfTR6sj7t1arXOI2B4AaABAg,&t18:27 ceb knows,@alanspencerfortuna802,UCJTpsR5KA6p0PiBkxporFWg,2023-11-20T05:45:04Z,2023-11-20T05:45:04Z,0,0
UgwseFCRizUN7foW2tN4AaABAg,"Honestly, I'm a retard at DotA2 and still don't know much about this game. But for me, this team composition is the best in the world. OG win their 2 Aegis back to back. That's something you can never imagine.",@MasBoy_bkl,UCKCS7lHvaJUFl7zL21TZCVw,2023-11-15T11:29:21Z,2023-11-15T11:29:21Z,0,0
UgxExGXPwHASuBvH7fN4AaABAg,after 3 years still the best . GOAT OG,@MrDeaglee69,UC98WSnwzSJki6G9ESTg8OOg,2023-11-14T08:07:40Z,2023-11-14T08:07:40Z,0,0
Ugxduvqp3etk_GybNDh4AaABAg,I watch this literally once every year or two... best team and dota ever!,@outsaine,UCzhQA0KutCFVV9ONMlxF7ww,2023-11-13T15:46:05Z,2023-11-13T15:46:05Z,7,0
UgydXNMadhzbwIoSSD14AaABAg,watching it for the last time that OG is in the only two-time TI champs,@daniellegaspi9406,UCc2NIBiz-LJHYFrpUvciYQA,2023-11-11T08:22:27Z,2023-11-11T08:22:27Z,0,0
Ugx-SZOLPCLNamUmVIR4AaABAg,not anyone can beat them in their prime,@aimannazrul8380,UCijYey0ZU7gBaMW3mChOamg,2023-11-11T05:00:24Z,2023-11-11T05:00:24Z,0,0
UgwkP2LpsSdhyL7kbcx4AaABAg,"everytime i watch this video, i kinda think that kuro is being an ass to wee",@StingLikeABeeee,UCRrUNQFpGOksC1l_ZEfAwAQ,2023-11-10T17:28:16Z,2023-11-10T17:28:16Z,0,0
UgxnGiOpj1thpLuqvNR4AaABAg,still got goosebumps watching their games,@willowpeige2403,UC8t8kLR3MkzwiAslKhQWADw,2023-11-10T16:04:51Z,2023-11-10T16:04:51Z,1,0
UgzyBjDruvCsXFR5ngx4AaABAg,Did someone notice that at the end of the 1st game its Captain Kuro that's not celebrating.,@calambreakstv8103,UCTO7BYgmzBeZqeUC8-nUnMw,2023-11-10T12:13:39Z,2023-11-10T12:13:39Z,0,0
UgzjqRiiznRwQ5WXJvt4AaABAg,kuros not taking advice or suggestions from his teammates,@KertShane,UCi1OEYvYOM5zsbASNH6mrQQ,2023-11-10T02:08:07Z,2023-11-10T02:08:07Z,1,0
Ugx5nx2icWmoIGC7KW94AaABAg,"Been a fan of OG since they started out, remembered really liking Notail, Era during Fnatic run 10 years ago. I have been watching this to get inspired, to lift my spirits up after being knocked down, betrayed so many times in life. The most pure team of trust and friendship, 2 ti's back to back with the same roster. I remember it clear as day when everyone said OG will fail and they didnt crash. They lift each other up, have fun and dont focus on winning. I guess I pretty much learn so much from watching their stories.

This has been a tradition since TI8 and will keep coming back everytime I got demotivated.
Against The Odds - OG
True Sight TI8
True Sight TI9",@muhamadariffnordin3845,UClvNubaw-MKEHTVVKodfOXw,2023-11-09T13:52:06Z,2023-11-09T13:52:06Z,36,0
UgyJbrMytH7pvJha88B4AaABAg,2023 and I am still thinking if NP would've made a difference in game four,@Wizard-lz6gh,UCsX8rsZ0uus9cjymQZlL_kQ,2023-11-09T07:43:09Z,2023-11-09T07:43:09Z,0,0
Ugz6idZRj4n7k_6S8f54AaABAg,"Miracle vs Notail_ Ceb vs Kuroky _ Topson vs W33  ""Que buen año 2019"" :""c",@mijaelhuayapac.9324,UCWrOtC803FlEYtzku9WcVOA,2023-11-09T02:28:19Z,2023-11-09T02:28:56Z,0,0
UgwKXxTpX96TUIw-U4t4AaABAg,Just rewatching this because no more true sight for the past 2 years :(,@aemyelito,UC4qiiF-mAmrfh3lvhghAdPA,2023-11-07T13:51:01Z,2023-11-07T13:51:01Z,0,0
UgzDQSXmCYugX6vraGx4AaABAg,And I also watch this again to feel good :),@YeshuaSavedMe23,UCIUKMomFv-AM4sR_yvvzx9w,2023-11-07T08:04:12Z,2023-11-07T08:04:12Z,0,0
UgxfRfNGSJd98ORkYnR4AaABAg,W33 being arrogant and get crushed was so satisfactory,@Wreckerrr00,UCxDtYL-NG4sZB0NQNoivrkA,2023-11-07T06:31:55Z,2023-11-07T06:31:55Z,0,0
Ugz_Wn0pZDy_FZ3rdMB4AaABAg,"Anna after game 4, is not even surprised hahah",@figuresunveiled,UC54pcatnFuJVsqiD5A9I42Q,2023-11-06T02:16:24Z,2023-11-06T02:16:24Z,0,0
UgzskESpOgtkqoDH4Gx4AaABAg,idiot w33,@seregamiracll4570,UCwz_zVfCNZq-oiuyj9Mc4aw,2023-11-05T18:01:30Z,2023-11-05T18:01:30Z,0,0
UgxReuNMu0Kfvl8nYWF4AaABAg,2023 still watching like if u also,@itsdkdm2083,UCvoJ_rIe1c9btSm10GV-Gwg,2023-11-05T12:40:21Z,2023-11-05T12:40:21Z,0,0
Ugzt_8_YMwzHmbR_T0Z4AaABAg,Ti9 OG hero pool is friggin insane man. Give them a hero and you don't even know which lane he is gonna go😂,@cloudwalker679,UCaEf952_kdHIOwHEbKGdgDg,2023-11-04T09:58:09Z,2023-11-04T09:58:09Z,0,0
UgzU3aN2aM5vRCBna-d4AaABAg,Both teams were really likeable. I love all the players on TL too - they seem like down to earth non-toxic people.,@InStevenWeTrust,UCP79mlosrgMeBiCBu1ak85w,2023-11-04T05:56:33Z,2023-11-04T05:56:33Z,1,0
UgySj1m2QIVu27_utvp4AaABAg,Who's here after you heard the news that there's no true sight for ti12? Me.,@Infuriateeed,UCLra-pRmFYJInD3gkRlNJlA,2023-11-04T01:40:26Z,2023-11-04T01:40:26Z,1,0
UgyVzGwxq18bmDWuVp14AaABAg,"i hate when everyone not listening to RMN, listen to kuro for lose.",@ahmadyusrobustomy4069,UCjFIDoT-T_x703UtQeoBHCQ,2023-11-03T20:03:09Z,2023-11-03T20:03:09Z,0,0
UgyGgNJ-I59Euqnn0XN4AaABAg,"Jerax: ""Trying to win?""",@jomski1327,UCLItUmayRr85WAFCCQiTJvA,2023-11-03T14:49:46Z,2023-11-03T14:49:46Z,0,0
UgynKXdRB2TGVPXTiBB4AaABAg,"the OG confident from beginning to finals is crazy , feels like they knew they will win this TI again in my opinion",@rudychandz7113,UCqjr6A08vqLAatlM1r-fjFA,2023-11-03T12:36:32Z,2023-11-03T12:36:32Z,0,0
UgzcYc-HVFnvPDu5jXB4AaABAg,"Is it just me, but I feel bad for MC in game three. But still, GG to Liquid and congrats to OG on this game.",@LevMeljoTrinidad,UCWX_nCjNKwIXlt3PgiuHfSQ,2023-11-01T17:04:21Z,2023-11-01T17:04:21Z,0,0
UgxGnoTcGmOBizXLo2h4AaABAg,Notail and ceb shots call are out of this world. Kuro can only watch his world burn. 🥺,@mi-khaelquires6243,UCwzm8-3uX6NeNUcy0R9AqhA,2023-11-01T16:24:56Z,2023-11-01T16:24:56Z,1,0
Ugw_VuGTjJWAzP8nSgh4AaABAg,What was valve thinking stop making true sight,@haziq12ish,UCpqMvuA4KMsYId0wDm64AXw,2023-11-01T15:25:09Z,2023-11-01T15:25:09Z,1,4
UgwNVs1v9Mc1MfmRRZp4AaABAg,"Kuro deserve the L, i aint no soldier in a motherfookin team",@denditwittard4410,UCj5JmMrIjmiTPPI_t8VdYfQ,2023-11-01T13:42:04Z,2023-11-01T13:42:04Z,0,0
UgzRBFPXtziShWvigQ94AaABAg,The problem of Team Liquid is the Captain. He don't want to listen to his teammates.,@jelvinnoellaylo3603,UC-8Bjp_UuqwOZYqbgT968uw,2023-11-01T10:34:06Z,2023-11-01T10:34:06Z,1,0
UgykH3ek1O7cyWjGP654AaABAg,"I don`t know but I feel like Team Liquid argued too much with each other in situations where you simply don`t. Somebody makes a call and you follow through as a team that`s my opinion at least.
Yeah sure sometimes it backfires which happens to every team, it is part of the game you obviously can`t win every single engagement.",@AcceptYourDeath,UCPvGpFZbDqzhzgY6P0121pg,2023-10-31T22:37:46Z,2023-10-31T22:37:46Z,0,0
Ugyl2FiXBxirqtfX_RB4AaABAg,I saw so many videos of OG on TT. It brought me here again.😂,@kamaroolrushdan3242,UCgD6a8o13qgBro_vt86Y4zw,2023-10-31T19:41:55Z,2023-10-31T19:41:55Z,0,0
UgxRZh3-W-7sJ2tx0wx4AaABAg,"i watch this so many time, OG really got to kuro's head. they already read what kuro will pick and how they will play it. kuro can't lead a team",@itforeveryone5370,UC6xSzGfvjUz5vCvnBDrvdHQ,2023-10-31T16:34:45Z,2023-10-31T16:34:45Z,1,0
Ugz5B514DQExMyRmoKZ4AaABAg,we're here again,@YoonKate21,UC1FmqzW0BgFpWE4Zf9bZbNg,2023-10-31T16:15:10Z,2023-10-31T16:15:10Z,1,0
Ugzzw70FVjkN7ISKnDZ4AaABAg,"GH : They cant fight us , we way too strong for them 
Jerax : I dont even give a shit about Rosh this game",@garytong8022,UCB5NiZEhZf-86sNSAq0S7tg,2023-10-31T15:03:15Z,2023-10-31T15:03:15Z,4,0
Ugzn_yByS5INR8PSHIB4AaABAg,miss this liquid,@bioday,UCPjv0MslEJLSkj-h2V8va0w,2023-10-31T05:47:34Z,2023-10-31T05:47:34Z,0,0
UgwMVkAejbUOF1E-WVp4AaABAg,"Kuro: ""I want you to play like Fckingmad""

Kuro later on: ""fcking go on our terms guys""",@cleinthmark7316,UClNXv4tH4--ILvntbkzQpxA,2023-10-30T12:42:32Z,2023-10-30T12:42:32Z,0,0
UgwGKPCim5I-viy_PL94AaABAg,I'm still so sad for w33 :(,@galeryusgaming175,UCG0BaMnLTJXJv0eauz6rFaw,2023-10-30T11:29:01Z,2023-10-30T11:29:01Z,1,0
Ugxa3x6YZl5odPIk_9J4AaABAg,So cool to see Tl go out as a team you can see they like and trust each others as well it's so rare,@Bloodyshadow53,UCTFO0i7ksT0AS515SbaSM6g,2023-10-28T23:15:36Z,2023-10-28T23:15:36Z,1,0
UgyeE67UjYAejvRMU154AaABAg,"This is the pinnacle of dota. OG LGD Liquid are all just team names now, roster completely changed. I wish their team names could be retired with the players like the legends they are.",@thproductdemo,UClimIhqmBDa32jPgx4dRFHQ,2023-10-28T15:35:30Z,2023-10-28T15:35:30Z,1,0
Ugzt1hmz76gDRwp4Nkx4AaABAg,Can someone tell me the music at 2:26 ? thanks,@michaelmancenido8955,UC5aMuIWUK905JS3ngkfwoXQ,2023-10-28T07:10:49Z,2023-10-28T07:10:49Z,0,0
UgyO5RFd0UMLVN4wXXp4AaABAg,Watching this over and over again. But w33's attitude always gets me.,@maybefromyt,UCIZiUg9VQv7P5y6YOlihAeA,2023-10-28T01:12:47Z,2023-10-28T01:12:47Z,1,0
Ugwb6SYIXrwnGpEft4J4AaABAg,TI tradition!!,@WeedsAvabel,UCeIjZpu1qd99XftL0pnEIig,2023-10-27T20:56:39Z,2023-10-27T20:56:39Z,0,0
Ugz-os2leRtNxMjrRTx4AaABAg,"topson in his first champion of TI, he was all nervous and after he won the aegis his everything changed and became the true ''mid'' player that you could always depend on no matter what. I mean just compare the way his eyes look in 2018 TI to its 2019'",@temeetemeee9746,UCfhBckvDe6tHEEs6jWXUKJA,2023-10-27T11:50:42Z,2024-07-24T17:13:08Z,1,0
Ugycw7w939Rx2wKeqtB4AaABAg,What I think what went wrong for Liquid is that their team is pretty much controlling the picking of heroes for the players rather than asking what heroes do they want to use confidently but with OG they ask their teammates what hero they would like to play and they pick it just for the fun of the game. LEVELS BRO!,@theinventorymnl,UCCOBOhGls1UPkaaCPVw1k1w,2023-10-27T05:34:05Z,2023-10-27T05:34:05Z,0,0
UgxQSwADxkR-bslmNlF4AaABAg,Very happy this team . The juggernaut of dota 2❤,@bryanariola5276,UC2d9Ujbtt9GiE4dQ-Zg2KPw,2023-10-27T05:02:52Z,2023-10-27T05:02:52Z,0,0
UgzaVAP0-IOiYlps1P94AaABAg,"Kept watching it over and over.
It ages like fine wine
2023
#OG the best team ever in history of #Dota_2",@imoracle76,UCidXjJcJEUNwdz0_uJHfLHA,2023-10-26T00:08:06Z,2023-10-26T00:08:06Z,7,0
Ugx_eF0zX1mnkQGNVGV4AaABAg,That ‘oh woah’ from ana. Haha such a humble person lol 7:26,@catsimodo,UCi9HB9lzSaonhI2R5RTi6wA,2023-10-24T16:40:27Z,2023-10-24T16:40:27Z,0,0
UgxMa3pHdrt_wMfGtnV4AaABAg,can someone explain why liquid banned AA instead of enchantress?,@Palmen1990,UC4IKarXAsEgWLz--QXG2ZjQ,2023-10-24T11:11:41Z,2023-10-24T11:11:41Z,0,0
UgyxZx0qyC04QljwKIV4AaABAg,"OG is the Perfect dota 2 team made from Imperfect players that covers each other.

Topson the unconventional mid.
Notail with kinda average mechanics.
Jerax that is super independent doing his own thing.
Ana who people deem always underperforming.
Ceb who retired and became a coach, made into a player.

But their synergy and team dynamic is the best I have ever seen. Their games are SO FUN TO WATCH. The comebacks are miraculous.

The Best TI ROSTER ever.",@scionicx,UCTG9VNGjrUu4fvRt_wGSfKQ,2023-10-24T01:49:27Z,2023-10-24T01:52:07Z,1,0
Ugw_d_GfBmtf98oy3BJ4AaABAg,They are fucking dying -Jeraaax,@marcaquinobillones2921,UC1MRBMBz4WvQh5k28U1Kfsg,2023-10-23T22:39:22Z,2023-10-23T22:39:22Z,0,0
UgyxCLj8nd7GBKaIwCZ4AaABAg,"2023, still watching how Kuro invalidating the opinions of his teammates and he thinks he's always right HAHAHAHA",@froz5934,UCcFjKkV__hnlfWXykJpZhRQ,2023-10-23T08:32:28Z,2023-10-23T08:32:28Z,1,0
UgzuAAv09mBPi7b2DGx4AaABAg,2023 and rewatching this masterpiece. I just spend the night watching ti8 and ti9 all over again. Feels damn good man.,@zulhelmi2302,UCU3FPxgm0ueu2BGOscfGRsg,2023-10-22T02:47:53Z,2023-10-22T02:47:53Z,101,3
Ugw3-S00d16fku8_5P54AaABAg,"Anyway, miracle is the best player in dota 2 history",@broodmotherplayer7912,UCtcd8wsSbr3vvqDl4rm19zA,2023-10-21T23:41:45Z,2023-10-21T23:41:45Z,0,0
Ugz0RZ-fUhT1QvQJntR4AaABAg,G.O.A.T 👑👑,@blank57363,UC5l_MxehLAIqz-rEiFEBilQ,2023-10-21T12:01:44Z,2023-10-21T12:01:44Z,1,0
UgyM2dWCnqVDIahRqQl4AaABAg,I miss OG sm,@louishometo4656,UCLkRrZnrOPXNLBNGKbDSkxg,2023-10-21T02:36:43Z,2023-10-21T02:41:32Z,0,0
UgziUU11XgxMDKELNMx4AaABAg,Diffusal   the game changer,@markanthonyjamil6901,UCAXx_MqzLAVbkQd6FU4Dv_Q,2023-10-20T09:22:56Z,2023-10-20T09:22:56Z,0,0
UgxC6Hn6bPp8QOLilFt4AaABAg,kuro egois bgt anjir,@optimuspan,UCrP9x4xThO_DZwzdwCP3YJg,2023-10-20T07:39:41Z,2023-10-20T07:39:41Z,0,0
UgwWyolmSeYTKq2DSUp4AaABAg,"Thank you OG, i m glad that i have the chance to watch their performance. So amazing been rewatching this for more than 10 times😂",@kanokano2930,UC1rxauW0q7HniPkV0FOOQFA,2023-10-18T20:06:48Z,2023-10-18T20:07:51Z,1,0
UgzRbB6_AUn4-KF1bHx4AaABAg,missed Miracle in ti so much man😢,@davidkhiangte547,UC0nH8BpyohRowTKb28Wh06g,2023-10-17T20:17:36Z,2023-10-17T20:17:36Z,0,0
UgxoOeNC2WnFR8cVZE54AaABAg,"I know Kuro is a good sport, but does anyone think that he fcked up this series? He blocked ideas from everyone and imposed his ideas on the team. OG read them like a book for the entire series, that's why when they shuffled everything on game 4 they were winning but the IO and the diffusal was just one step ahead of them.",@ryandeguzman9788,UCdE97KL09XjcHUvHxyx41_Q,2023-10-17T10:38:34Z,2023-10-17T10:38:34Z,0,0
Ugwwd8wAEHgHARF5N4t4AaABAg,Still watching 😊 2023,@winstoncorbo2689,UCSRmLxdaCGalNzqcAGAvcWg,2023-10-17T02:48:34Z,2023-10-17T02:48:34Z,0,0
Ugy86cKx3R4ckLksYVJ4AaABAg,the silence was too loud for liquid,@christiante9436,UCFheQYXcRBbbR-zmO1pPvjw,2023-10-16T13:27:42Z,2023-10-16T13:27:42Z,0,0
UgzFdUsLKJ0JAdlkP2l4AaABAg,"""why do people keep picking monkey mid?""",@theandychrist2599,UCnVEZ5kasnPkiHRxQp7C2iA,2023-10-15T21:51:31Z,2023-10-15T21:51:31Z,0,0
UgyDUiRTSDdiq8AoFRV4AaABAg,"why did ana get blamed for the first loss. He was begging his team to let him bb, and they were telling him not too. They lose from that decision, and yet he's the one apologising. I understand that he is ultimately in control, but he was just being a good soldier, and following orders.",@Steve_Eugene,UCWhCXBs7irqFRP4i3PEqUGw,2023-10-15T20:05:09Z,2023-10-15T20:05:09Z,1,0
UgwnSk-PA0YiTqQZIlp4AaABAg,Kuro is sucks,@bagasmadya4138,UC7wv9RyJXO8tQjjsqVDfhKg,2023-10-15T00:40:22Z,2023-10-15T00:40:22Z,0,0
Ugx0iOlIEGOlQ9PG3tl4AaABAg,they did MC dirty in this movie,@DaRumbu,UCSlpOJos5UNJ1l_w0CQ3KLg,2023-10-13T22:37:12Z,2023-10-13T22:37:12Z,0,0
UgxePOB5QkQWe2zIM_x4AaABAg,Valve should do w/e they could to hold this team up. OG TI 18-19 team was too good story to let it go.,@tooshortnickname,UCAiQstm5lhwB9Zz8qS5-P9Q,2023-10-13T11:17:37Z,2023-10-13T11:17:37Z,0,0
Ugxu2qxc7v3Cqwvn6Ep4AaABAg,Damn topson really looks like an anime main character plot shyt,@mindquestshorts,UCA62E3rHByQbmcEyd-zSRlw,2023-10-12T12:56:29Z,2023-10-12T12:56:29Z,0,0
UgxEUqyePhpFgfneM-p4AaABAg,"man, watching this every year and still get the feeling like the first time👌

1:12:00 - fav line😂",@tsukasaeishi4813,UCN90_6iaHLYIV7SsdOJZfew,2023-10-11T15:05:01Z,2023-10-11T15:05:01Z,0,0
UgzNu-TjVIIxbGp0cGB4AaABAg,KURO ALWAYS DIDNT LISTEN TO HIS TEAM 😂,@jorgevincentguinto1593,UC1wa2IMszMc72Uk9sFZCL4Q,2023-10-11T14:46:36Z,2023-10-11T14:46:36Z,0,1
UgyMwcYVNafgYp5wuOp4AaABAg,This moment right here 40:00 love the transition to OG ahahaha,@fiery1625,UCk1ot8zHHcfk0PL2G-JxeRA,2023-10-10T12:21:26Z,2023-10-10T12:21:26Z,0,0
Ugy-l5ASZXjnF9eRVHF4AaABAg,Im disappointed at kuroky man.he even destroy mind control confidence at this point i know that liquiod gonna lose,@yohann7873,UCh0tHNFz-I050S8qaI3PmWQ,2023-10-10T03:02:47Z,2023-10-10T03:02:47Z,0,0
Ugy-4fpO-JOaH8M2qe94AaABAg,Kuroky is trash,@raph8756,UCN76eM0m6nSyazGSOOaKczA,2023-10-09T13:21:50Z,2023-10-09T13:21:50Z,0,0
UgwsM2tviDmvcNsLUip4AaABAg,JERAX 🐐,@PaulAlcayde,UCSmV8TawhZXkcU0mYI2SAEQ,2023-10-09T09:25:03Z,2023-10-09T09:25:03Z,0,0
Ugy00HjxCcUKZ1_RQdN4AaABAg,Kuro should listen to his team mates they were right about so much,@Chickensoup111,UCEMfFmNLGMQt4SLCLLzKPUw,2023-10-09T05:00:32Z,2023-10-09T05:00:32Z,0,0
UgzjrCNskE1Z2brQuhZ4AaABAg,como vas a perder contra un IO carry pe,@rip.benjaaa,UC4Y9aiCuGbiyzRxD-HyTmtA,2023-10-08T23:42:25Z,2023-10-08T23:42:25Z,0,0
UgwpYONX_WQyOI7u8Ed4AaABAg,Kuro is so bad telling MC to play like ceb. He been listening to kuro for 3 game playing as tide and getting crushed then suddenly told him to play like ceb. It absolutely fucked MC confidence and mental. Even in the 4th game they doesn't give what heroes MC wanna play. It's sucks.,@MuhammadFaiz-z8m,UCAMg8QqPY4jMTzE1Meadgwg,2023-10-08T05:36:23Z,2023-10-08T05:36:23Z,0,0
Ugx0yoyh4gRrYJ807LR4AaABAg,"Liquid keeps giving their members heroes they don't feel good playing. You can see it in their faces, when other members deny the hero one member wants.",@avisavarice7091,UCzcNtnExxWvjNgqUgiXyfSQ,2023-10-08T01:59:58Z,2023-10-08T01:59:58Z,1,0
UgyH2XezZbGF7M0wS9V4AaABAg,When Kuro told MC he needed to play Omni like Ceb that broke the man. He’s a strong hero but he was compared to and told to play like Ceb by his captain.. heartbreaking,@SpinalTrophy,UCm-Sh4Yzom5AH2h6Msh1zPQ,2023-10-07T02:44:42Z,2023-10-07T02:44:42Z,0,0
Ugz98vVNWLXNI7_RNBt4AaABAg,The amount of times Kuro went against their coach's call is insane. A Little bit of stubbornness and ego right there.,@nandod2nd,UCBtTyQEZnmoS-eLd0sXarJA,2023-10-05T19:59:42Z,2023-10-05T19:59:42Z,0,0
UgwFAs2m8qNUvhZuiCR4AaABAg,"1:04:45 the moment kuro lost the game, having your captain ask one of your players to play like their opponent does basically demoralising the shit out of him",@andrewmachief8637,UCp-pqPwLPmfVdeErrTVvZOA,2023-10-05T05:03:27Z,2023-10-05T05:03:27Z,1,0
UgyCNmX3F0KZrFUXebh4AaABAg,"When you love playing dota and you still rewatching this masterpiece, It makes me happy and sad at the same time cause you feel each one of them",@tempestvelz7681,UCFokfJxofM2ERlLPyzlInLQ,2023-10-04T23:02:26Z,2023-10-04T23:02:26Z,15,0
UgyKYAERvqMmqiR0cHx4AaABAg,"we guys cant hve any fun, now this year they have some girl probably a gf that wont let her bf have fun without her, and insisted to be there too. you can see it on cebs face that he just wants to get hyped with his boys but he has to also discuss the game that he layed with his boys to that girl. whos probably just there for the limelight.",@cesarreyes6655,UCXZgkz_iumEIfU1iOcGZFPw,2023-10-04T17:33:36Z,2023-10-04T17:33:36Z,0,0
UgzoE6vYWo-2Al6T0554AaABAg,This OG Team is the best!,@nullvoid2020,UCfRMCZXX9NDAj7G-BKbLyhg,2023-10-04T13:56:34Z,2023-10-04T13:56:34Z,0,0
UgwgTSkpEPnE36pTUDJ4AaABAg,Ceb just outsmarted Kuro here......,@DarkAngel1St,UCnmV7ewlH8hVyCtiMFIOwYQ,2023-10-04T11:43:16Z,2023-10-04T11:43:16Z,0,0
UgwBX5DLBWqNWk8gEuR4AaABAg,"mind control: listen to kuro

mad respect man",@thevirgincamel,UCVlKWAndm6c8aNZdXr0qsCw,2023-10-04T10:45:25Z,2023-10-04T10:45:25Z,1,0
UgxUVL2PrjIA49tg-D94AaABAg,this is peak dota,@ishakampang4584,UCYd1VG9xfdlm7bY7vzqom0g,2023-10-03T23:49:32Z,2023-10-03T23:49:32Z,0,0
Ugwc5OxXjPndlX26M114AaABAg,"Everytime I watch this, I'm not just amazed by OG's synergy and confidence, but the way they countered and predicted Liquid's draft as a team. It's like watching 5v5 chess before the game even starts.",@animeGAmer131,UCZYuVP_ToJn4XvX04q4ZJZA,2023-10-03T14:26:00Z,2023-10-03T14:26:00Z,644,9
UgwyA2DkMIOi-sCXQk54AaABAg,kuro is such a bad player and a bad captain.,@phamtan23,UCUEO-E5lBPTUtJ_Gw_q31jQ,2023-10-02T19:11:02Z,2023-10-02T19:11:02Z,0,0
Ugynezmi-Lcx5lKH2ZB4AaABAg,Still gives me goosebumps,@thomasdoyne,UCyPSJzdeDunO4asXcFHMPag,2023-10-02T08:10:49Z,2023-10-02T08:10:49Z,0,0
UgzUA0OIBDlH8V2rwOt4AaABAg,It's pretty sad how w33ha got humbled in this series. Bro went from 110% confidence to doubting his abilities.,@antaresiguess,UCVwEGcia7o1qPjw4I3LE7Tw,2023-09-30T07:12:46Z,2023-09-30T07:12:46Z,0,0
UgxRpdET0oMM-lQ7c554AaABAg,What's up 2023 - TI12 is near.,@clarkcasas4584,UCwGy_9MO-_oqANZOOyQWEjg,2023-09-30T04:14:36Z,2023-09-30T04:14:36Z,0,0
